subject	relation	object	provenance	xp	redundancy
MI:0214	OBO_REL:is_a	MI:0915	implied	link	
MI:0216	OBO_REL:is_a	MI:0211	asserted	link	
MI:0216	OBO_REL:is_a	MI:0914	implied	link	
MI:0216	OBO_REL:is_a	MI:0190	implied	link	
MI:0216	OBO_REL:is_a	MI:0407	implied	link	
MI:0216	OBO_REL:is_a	MI:0915	implied	link	
MI:0216	part_of	MI:0000	implied	link	
MI:0216	OBO_REL:is_a	MI:0414	implied	link	
MI:0217	OBO_REL:is_a	MI:0414	asserted	link	
MI:0217	OBO_REL:is_a	MI:0915	implied	link	
MI:0217	OBO_REL:is_a	MI:0407	implied	link	
MI:0217	OBO_REL:is_a	MI:0190	implied	link	
MI:0217	part_of	MI:0000	implied	link	
MI:0217	OBO_REL:is_a	MI:0914	implied	link	
MI:0220	OBO_REL:is_a	MI:0414	asserted	link	
MI:0220	part_of	MI:0000	implied	link	
MI:0220	OBO_REL:is_a	MI:0914	implied	link	
MI:0220	OBO_REL:is_a	MI:0915	implied	link	
MI:0220	OBO_REL:is_a	MI:0190	implied	link	
MI:0220	OBO_REL:is_a	MI:0407	implied	link	
MI:0221	OBO_REL:is_a	MI:0346	asserted	link	
MI:0221	part_of	MI:0000	implied	link	
MI:0222	OBO_REL:is_a	MI:0221	asserted	link	
MI:0222	OBO_REL:is_a	MI:0346	implied	link	
MI:0222	part_of	MI:0000	implied	link	
MI:0223	OBO_REL:is_a	MI:0803	asserted	link	
MI:0223	OBO_REL:is_a	MI:0221	asserted	link	
MI:0223	OBO_REL:is_a	MI:0787	implied	link	
MI:0223	part_of	MI:0000	implied	link	
MI:0223	OBO_REL:is_a	MI:0346	implied	link	
MI:0225	OBO_REL:is_a	MI:0402	asserted	link	
MI:0225	OBO_REL:is_a	MI:0008	asserted	link	
MI:0225	OBO_REL:is_a	MI:0001	implied	link	
MI:0225	part_of	MI:0000	implied	link	
MI:0225	OBO_REL:is_a	MI:0045	implied	link	
MI:0225	OBO_REL:is_a	MI:0400	implied	link	
MI:0225	OBO_REL:is_a	MI:0401	implied	link	
MI:0226	OBO_REL:is_a	MI:0091	asserted	link	
MI:0226	OBO_REL:is_a	MI:0401	implied	link	
MI:0226	OBO_REL:is_a	MI:0001	implied	link	
MI:0226	OBO_REL:is_a	MI:0045	implied	link	
MI:0226	part_of	MI:0000	implied	link	
MI:0227	OBO_REL:is_a	MI:0091	asserted	link	
MI:0227	OBO_REL:is_a	MI:0401	implied	link	
MI:0227	OBO_REL:is_a	MI:0001	implied	link	
MI:0227	OBO_REL:is_a	MI:0045	implied	link	
MI:0227	part_of	MI:0000	implied	link	
MI:0228	OBO_REL:is_a	MI:0090	asserted	link	
MI:0228	part_of	MI:0000	implied	link	
MI:0228	OBO_REL:is_a	MI:0045	implied	link	
MI:0228	OBO_REL:is_a	MI:0001	implied	link	
MI:0229	OBO_REL:is_a	MI:0228	asserted	link	
MI:0229	OBO_REL:is_a	MI:0045	implied	link	
MI:0229	OBO_REL:is_a	MI:0001	implied	link	
MI:0229	OBO_REL:is_a	MI:0090	implied	link	
MI:0229	part_of	MI:0000	implied	link	
MI:0230	OBO_REL:is_a	MI:0090	asserted	link	
MI:0230	OBO_REL:is_a	MI:0045	implied	link	
MI:0230	part_of	MI:0000	implied	link	
MI:0230	OBO_REL:is_a	MI:0001	implied	link	
MI:0231	OBO_REL:is_a	MI:0230	asserted	link	
MI:0231	OBO_REL:is_a	MI:0001	implied	link	
MI:0231	part_of	MI:0000	implied	link	
MI:0231	OBO_REL:is_a	MI:0045	implied	link	
MI:0231	OBO_REL:is_a	MI:0090	implied	link	
MI:0232	OBO_REL:is_a	MI:0090	asserted	link	
MI:0232	OBO_REL:is_a	MI:0045	implied	link	
MI:0232	OBO_REL:is_a	MI:0001	implied	link	
MI:0232	part_of	MI:0000	implied	link	
MI:0233	OBO_REL:is_a	MI:0314	asserted	link	
MI:0233	OBO_REL:is_a	MI:0313	implied	link	
MI:0233	part_of	MI:0000	implied	link	
MI:0234	OBO_REL:is_a	MI:0517	asserted	link	
MI:0234	part_of	MI:0000	implied	link	
MI:0234	OBO_REL:is_a	MI:0505	implied	link	
MI:0234	OBO_REL:is_a	MI:0253	implied	link	
MI:0234	OBO_REL:is_a	MI:0116	implied	link	
MI:0235	OBO_REL:is_a	MI:0517	asserted	link	
MI:0235	OBO_REL:is_a	MI:0253	implied	link	
MI:0235	OBO_REL:is_a	MI:0116	implied	link	
MI:0235	part_of	MI:0000	implied	link	
MI:0235	OBO_REL:is_a	MI:0505	implied	link	
MI:0236	OBO_REL:is_a	MI:0517	asserted	link	
MI:0236	OBO_REL:is_a	MI:0253	implied	link	
MI:0236	part_of	MI:0000	implied	link	
MI:0236	OBO_REL:is_a	MI:0505	implied	link	
MI:0236	OBO_REL:is_a	MI:0116	implied	link	
MI:0237	OBO_REL:is_a	MI:0517	asserted	link	
MI:0237	OBO_REL:is_a	MI:0116	implied	link	
MI:0237	OBO_REL:is_a	MI:0505	implied	link	
MI:0237	OBO_REL:is_a	MI:0253	implied	link	
MI:0237	part_of	MI:0000	implied	link	
MI:0238	OBO_REL:is_a	MI:0517	asserted	link	
MI:0238	OBO_REL:is_a	MI:0116	implied	link	
MI:0238	OBO_REL:is_a	MI:0253	implied	link	
MI:0238	OBO_REL:is_a	MI:0505	implied	link	
MI:0238	part_of	MI:0000	implied	link	
MI:0239	OBO_REL:is_a	MI:0507	asserted	link	
MI:0239	part_of	MI:0000	implied	link	
MI:0239	OBO_REL:is_a	MI:0116	implied	link	
MI:0239	OBO_REL:is_a	MI:0505	implied	link	
MI:0240	OBO_REL:is_a	MI:0507	asserted	link	
MI:0240	OBO_REL:is_a	MI:0116	implied	link	
MI:0240	OBO_REL:is_a	MI:0505	implied	link	
MI:0240	part_of	MI:0000	implied	link	
MI:0241	OBO_REL:is_a	MI:0365	asserted	link	
MI:0241	OBO_REL:is_a	MI:0505	implied	link	
MI:0241	OBO_REL:is_a	MI:0240	implied	link	
MI:0241	part_of	MI:0000	implied	link	
MI:0241	OBO_REL:is_a	MI:0507	implied	link	
MI:0241	OBO_REL:is_a	MI:0116	implied	link	
MI:0242	OBO_REL:is_a	MI:0353	asserted	link	
MI:0242	part_of	MI:0000	implied	link	
MI:0243	OBO_REL:is_a	MI:0353	asserted	link	
MI:0243	part_of	MI:0000	implied	link	
MI:0244	OBO_REL:is_a	MI:0467	asserted	link	
MI:0244	OBO_REL:is_a	MI:0461	implied	link	
MI:0244	part_of	MI:0000	implied	link	
MI:0244	OBO_REL:is_a	MI:0444	implied	link	
MI:0245	OBO_REL:is_a	MI:0467	asserted	link	
MI:0245	OBO_REL:is_a	MI:0444	implied	link	
MI:0245	part_of	MI:0000	implied	link	
MI:0245	OBO_REL:is_a	MI:0461	implied	link	
MI:0246	OBO_REL:is_a	MI:0473	asserted	link	
MI:0246	part_of	MI:0000	implied	link	
MI:0246	OBO_REL:is_a	MI:0444	implied	link	
MI:0247	OBO_REL:is_a	MI:0473	asserted	link	
MI:0247	OBO_REL:is_a	MI:0444	implied	link	
MI:0247	part_of	MI:0000	implied	link	
MI:0248	OBO_REL:is_a	MI:0447	asserted	link	
MI:0248	OBO_REL:is_a	MI:0473	asserted	link	
MI:0248	part_of	MI:0000	implied	link	
MI:0248	OBO_REL:is_a	MI:0444	implied	link	
MI:0249	OBO_REL:is_a	MI:0683	asserted	link	
MI:0249	part_of	MI:0000	implied	link	
MI:0249	OBO_REL:is_a	MI:0473	implied	link	
MI:0249	OBO_REL:is_a	MI:0444	implied	link	
MI:0250	OBO_REL:is_a	MI:0313	asserted	link	
MI:0250	part_of	MI:0000	implied	link	
MI:0251	OBO_REL:is_a	MI:0353	asserted	link	
MI:0251	part_of	MI:0000	implied	link	
MI:0252	OBO_REL:is_a	MI:0116	asserted	link	
MI:0252	part_of	MI:0000	implied	link	
MI:0253	OBO_REL:is_a	MI:0505	asserted	link	
MI:0253	OBO_REL:is_a	MI:0116	implied	link	
MI:0253	part_of	MI:0000	implied	link	
MI:0254	OBO_REL:is_a	MI:0045	asserted	link	
MI:0254	part_of	MI:0000	implied	link	
MI:0254	OBO_REL:is_a	MI:0001	implied	link	
MI:0255	OBO_REL:is_a	MI:0045	asserted	link	
MI:0255	part_of	MI:0000	implied	link	
MI:0255	OBO_REL:is_a	MI:0001	implied	link	
MI:0256	OBO_REL:is_a	MI:0255	asserted	link	
MI:0256	part_of	MI:0000	implied	link	
MI:0256	OBO_REL:is_a	MI:0045	implied	link	
MI:0256	OBO_REL:is_a	MI:0001	implied	link	
MI:0257	OBO_REL:is_a	MI:0255	asserted	link	
MI:0257	OBO_REL:is_a	MI:0045	implied	link	
MI:0257	part_of	MI:0000	implied	link	
MI:0257	OBO_REL:is_a	MI:0001	implied	link	
MI:0276	OBO_REL:is_a	MI:0404	asserted	link	
MI:0276	OBO_REL:is_a	MI:0401	implied	link	
MI:0276	OBO_REL:is_a	MI:0001	implied	link	
MI:0276	OBO_REL:is_a	MI:0807	implied	link	
MI:0276	part_of	MI:0000	implied	link	
MI:0276	OBO_REL:is_a	MI:0045	implied	link	
MI:0300	part_of	MI:0000	asserted	link	
MI:0301	OBO_REL:is_a	MI:0300	asserted	link	
MI:0301	part_of	MI:0000	implied	link	
MI:0302	OBO_REL:is_a	MI:0300	asserted	link	
MI:0302	part_of	MI:0000	implied	link	
MI:0303	OBO_REL:is_a	MI:0300	asserted	link	
MI:0303	part_of	MI:0000	implied	link	
MI:0304	OBO_REL:is_a	MI:0300	asserted	link	
MI:0304	part_of	MI:0000	implied	link	
MI:0305	OBO_REL:is_a	MI:0300	asserted	link	
MI:0305	part_of	MI:0000	implied	link	
MI:0306	OBO_REL:is_a	MI:0300	asserted	link	
MI:0306	part_of	MI:0000	implied	link	
MI:0307	OBO_REL:is_a	MI:0346	asserted	link	
MI:0307	part_of	MI:0000	implied	link	
MI:0308	OBO_REL:is_a	MI:0307	asserted	link	
MI:0308	part_of	MI:0000	implied	link	
MI:0308	OBO_REL:is_a	MI:0346	implied	link	
MI:0310	OBO_REL:is_a	MI:0307	asserted	link	
MI:0310	OBO_REL:is_a	MI:0346	implied	link	
MI:0310	part_of	MI:0000	implied	link	
MI:0311	OBO_REL:is_a	MI:0307	asserted	link	
MI:0311	part_of	MI:0000	implied	link	
MI:0311	OBO_REL:is_a	MI:0346	implied	link	
MI:0312	OBO_REL:is_a	MI:0704	asserted	link	
MI:0312	OBO_REL:is_a	MI:0346	implied	link	
MI:0312	part_of	MI:0000	implied	link	
MI:0312	OBO_REL:is_a	MI:0307	implied	link	
MI:0313	part_of	MI:0000	asserted	link	
MI:0314	OBO_REL:is_a	MI:0313	asserted	link	
MI:0314	part_of	MI:0000	implied	link	
MI:0315	OBO_REL:is_a	MI:0314	asserted	link	
MI:0315	OBO_REL:is_a	MI:0313	implied	link	
MI:0315	part_of	MI:0000	implied	link	
MI:0316	OBO_REL:is_a	MI:0314	asserted	link	
MI:0316	OBO_REL:is_a	MI:0313	implied	link	
MI:0316	part_of	MI:0000	implied	link	
MI:0317	OBO_REL:is_a	MI:0313	asserted	link	
MI:0317	part_of	MI:0000	implied	link	
MI:0318	OBO_REL:is_a	MI:0383	asserted	link	
MI:0318	OBO_REL:is_a	MI:0313	implied	link	
MI:0318	part_of	MI:0000	implied	link	
MI:0319	OBO_REL:is_a	MI:0318	asserted	link	
MI:0319	OBO_REL:is_a	MI:0313	implied	link	
MI:0319	OBO_REL:is_a	MI:0383	implied	link	
MI:0319	part_of	MI:0000	implied	link	
MI:0320	OBO_REL:is_a	MI:0318	asserted	link	
MI:0320	OBO_REL:is_a	MI:0383	implied	link	
MI:0320	OBO_REL:is_a	MI:0313	implied	link	
MI:0320	part_of	MI:0000	implied	link	
MI:0321	OBO_REL:is_a	MI:0320	asserted	link	
MI:0321	OBO_REL:is_a	MI:0318	implied	link	
MI:0321	OBO_REL:is_a	MI:0313	implied	link	
MI:0321	part_of	MI:0000	implied	link	
MI:0321	OBO_REL:is_a	MI:0383	implied	link	
MI:0322	OBO_REL:is_a	MI:0320	asserted	link	
MI:0322	OBO_REL:is_a	MI:0383	implied	link	
MI:0322	part_of	MI:0000	implied	link	
MI:0322	OBO_REL:is_a	MI:0318	implied	link	
MI:0322	OBO_REL:is_a	MI:0313	implied	link	
MI:0323	OBO_REL:is_a	MI:0320	asserted	link	
MI:0323	OBO_REL:is_a	MI:0313	implied	link	
MI:0323	OBO_REL:is_a	MI:0318	implied	link	
MI:0323	part_of	MI:0000	implied	link	
MI:0323	OBO_REL:is_a	MI:0383	implied	link	
MI:0324	OBO_REL:is_a	MI:0320	asserted	link	
MI:0324	OBO_REL:is_a	MI:0383	implied	link	
MI:0324	part_of	MI:0000	implied	link	
MI:0324	OBO_REL:is_a	MI:0318	implied	link	
MI:0324	OBO_REL:is_a	MI:0313	implied	link	
MI:0325	OBO_REL:is_a	MI:0320	asserted	link	
MI:0325	OBO_REL:is_a	MI:0383	implied	link	
MI:0325	OBO_REL:is_a	MI:0313	implied	link	
MI:0325	part_of	MI:0000	implied	link	
MI:0325	OBO_REL:is_a	MI:0318	implied	link	
MI:0326	OBO_REL:is_a	MI:0383	asserted	link	
MI:0326	OBO_REL:is_a	MI:0313	implied	link	
MI:0326	part_of	MI:0000	implied	link	
MI:0327	OBO_REL:is_a	MI:0383	asserted	link	
MI:0327	OBO_REL:is_a	MI:0313	implied	link	
MI:0327	part_of	MI:0000	implied	link	
MI:0328	OBO_REL:is_a	MI:0313	asserted	link	
MI:0328	part_of	MI:0000	implied	link	
MI:0329	OBO_REL:is_a	MI:0313	asserted	link	
MI:0329	part_of	MI:0000	implied	link	
MI:0330	OBO_REL:is_a	MI:0346	asserted	link	
MI:0330	part_of	MI:0000	implied	link	
MI:0331	OBO_REL:is_a	MI:0330	asserted	link	
MI:0331	OBO_REL:is_a	MI:0346	implied	link	
MI:0331	part_of	MI:0000	implied	link	
MI:0332	OBO_REL:is_a	MI:0330	asserted	link	
MI:0332	OBO_REL:is_a	MI:0346	implied	link	
MI:0332	part_of	MI:0000	implied	link	
MI:0333	part_of	MI:0000	asserted	link	
MI:0334	OBO_REL:is_a	MI:0333	asserted	link	
MI:0334	part_of	MI:0000	implied	link	
MI:0335	OBO_REL:is_a	MI:0333	asserted	link	
MI:0335	part_of	MI:0000	implied	link	
MI:0336	OBO_REL:is_a	MI:0333	asserted	link	
MI:0336	part_of	MI:0000	implied	link	
MI:0337	OBO_REL:is_a	MI:0333	asserted	link	
MI:0337	part_of	MI:0000	implied	link	
MI:0338	OBO_REL:is_a	MI:0333	asserted	link	
MI:0338	part_of	MI:0000	implied	link	
MI:0339	OBO_REL:is_a	MI:0333	asserted	link	
MI:0339	part_of	MI:0000	implied	link	
MI:0340	OBO_REL:is_a	MI:0333	asserted	link	
MI:0340	part_of	MI:0000	implied	link	
MI:0341	OBO_REL:is_a	MI:0340	asserted	link	
MI:0341	OBO_REL:is_a	MI:0333	implied	link	
MI:0341	part_of	MI:0000	implied	link	
MI:0342	OBO_REL:is_a	MI:0346	asserted	link	
MI:0342	part_of	MI:0000	implied	link	
MI:0343	OBO_REL:is_a	MI:0342	asserted	link	
MI:0343	OBO_REL:is_a	MI:0346	implied	link	
MI:0343	part_of	MI:0000	implied	link	
MI:0344	OBO_REL:is_a	MI:0342	asserted	link	
MI:0344	OBO_REL:is_a	MI:0346	implied	link	
MI:0344	part_of	MI:0000	implied	link	
MI:0345	OBO_REL:is_a	MI:0300	asserted	link	
MI:0345	part_of	MI:0000	implied	link	
MI:0346	part_of	MI:0000	asserted	link	
MI:0348	OBO_REL:is_a	MI:0342	asserted	link	
MI:0348	OBO_REL:is_a	MI:0346	implied	link	
MI:0348	part_of	MI:0000	implied	link	
MI:0349	OBO_REL:is_a	MI:0342	asserted	link	
MI:0349	OBO_REL:is_a	MI:0346	implied	link	
MI:0349	part_of	MI:0000	implied	link	
MI:0350	OBO_REL:is_a	MI:0342	asserted	link	
MI:0350	part_of	MI:0000	implied	link	
MI:0350	OBO_REL:is_a	MI:0346	implied	link	
MI:0351	OBO_REL:is_a	MI:0350	asserted	link	
MI:0351	OBO_REL:is_a	MI:0342	implied	link	
MI:0351	part_of	MI:0000	implied	link	
MI:0351	OBO_REL:is_a	MI:0346	implied	link	
MI:0352	OBO_REL:is_a	MI:0350	asserted	link	
MI:0352	OBO_REL:is_a	MI:0346	implied	link	
MI:0352	part_of	MI:0000	implied	link	
MI:0352	OBO_REL:is_a	MI:0342	implied	link	
MI:0353	part_of	MI:0000	asserted	link	
MI:0354	OBO_REL:is_a	MI:0353	asserted	link	
MI:0354	part_of	MI:0000	implied	link	
MI:0355	OBO_REL:is_a	MI:0353	asserted	link	
MI:0355	part_of	MI:0000	implied	link	
MI:0356	OBO_REL:is_a	MI:0353	asserted	link	
MI:0356	part_of	MI:0000	implied	link	
MI:0357	OBO_REL:is_a	MI:0353	asserted	link	
MI:0357	part_of	MI:0000	implied	link	
MI:0358	OBO_REL:is_a	MI:0353	asserted	link	
MI:0358	part_of	MI:0000	implied	link	
MI:0359	OBO_REL:is_a	MI:0353	asserted	link	
MI:0359	part_of	MI:0000	implied	link	
MI:0360	OBO_REL:is_a	MI:0353	asserted	link	
MI:0360	part_of	MI:0000	implied	link	
MI:0361	OBO_REL:is_a	MI:0353	asserted	link	
MI:0361	part_of	MI:0000	implied	link	
MI:0362	OBO_REL:is_a	MI:0003	asserted	link	
MI:0362	OBO_REL:is_a	MI:0001	asserted	link	
MI:0362	OBO_REL:is_a	MI:0002	asserted	link	
MI:0362	part_of	MI:0000	implied	link	
MI:0363	OBO_REL:is_a	MI:0362	asserted	link	
MI:0363	OBO_REL:is_a	MI:0001	implied	link	
MI:0363	OBO_REL:is_a	MI:0003	implied	link	
MI:0363	part_of	MI:0000	implied	link	
MI:0363	OBO_REL:is_a	MI:0002	implied	link	
MI:0364	OBO_REL:is_a	MI:0362	asserted	link	
MI:0364	OBO_REL:is_a	MI:0002	implied	link	
MI:0364	OBO_REL:is_a	MI:0003	implied	link	
MI:0364	part_of	MI:0000	implied	link	
MI:0364	OBO_REL:is_a	MI:0001	implied	link	
MI:0365	OBO_REL:is_a	MI:0240	asserted	link	
MI:0365	part_of	MI:0000	implied	link	
MI:0365	OBO_REL:is_a	MI:0507	implied	link	
MI:0365	OBO_REL:is_a	MI:0116	implied	link	
MI:0365	OBO_REL:is_a	MI:0505	implied	link	
MI:0366	OBO_REL:is_a	MI:0365	asserted	link	
MI:0366	OBO_REL:is_a	MI:0507	implied	link	
MI:0366	OBO_REL:is_a	MI:0240	implied	link	
MI:0366	OBO_REL:is_a	MI:0116	implied	link	
MI:0366	part_of	MI:0000	implied	link	
MI:0366	OBO_REL:is_a	MI:0505	implied	link	
MI:0367	OBO_REL:is_a	MI:0687	asserted	link	
MI:0367	OBO_REL:is_a	MI:0116	implied	link	
MI:0367	part_of	MI:0000	implied	link	
MI:0367	OBO_REL:is_a	MI:0240	implied	link	
MI:0367	OBO_REL:is_a	MI:0505	implied	link	
MI:0367	OBO_REL:is_a	MI:0507	implied	link	
MI:0368	OBO_REL:is_a	MI:0687	asserted	link	
MI:0368	OBO_REL:is_a	MI:0507	implied	link	
MI:0368	OBO_REL:is_a	MI:0116	implied	link	
MI:0368	OBO_REL:is_a	MI:0505	implied	link	
MI:0368	part_of	MI:0000	implied	link	
MI:0368	OBO_REL:is_a	MI:0240	implied	link	
MI:0369	OBO_REL:is_a	MI:0232	asserted	link	
MI:0369	part_of	MI:0000	implied	link	
MI:0369	OBO_REL:is_a	MI:0001	implied	link	
MI:0369	OBO_REL:is_a	MI:0090	implied	link	
MI:0369	OBO_REL:is_a	MI:0045	implied	link	
MI:0370	OBO_REL:is_a	MI:0230	asserted	link	
MI:0370	OBO_REL:is_a	MI:0045	implied	link	
MI:0370	OBO_REL:is_a	MI:0090	implied	link	
MI:0370	part_of	MI:0000	implied	link	
MI:0370	OBO_REL:is_a	MI:0001	implied	link	
MI:0371	OBO_REL:is_a	MI:0517	asserted	link	
MI:0371	part_of	MI:0000	implied	link	
MI:0371	OBO_REL:is_a	MI:0505	implied	link	
MI:0371	OBO_REL:is_a	MI:0116	implied	link	
MI:0371	OBO_REL:is_a	MI:0253	implied	link	
MI:0372	OBO_REL:is_a	MI:0344	asserted	link	
MI:0372	OBO_REL:is_a	MI:0346	implied	link	
MI:0372	part_of	MI:0000	implied	link	
MI:0372	OBO_REL:is_a	MI:0342	implied	link	
MI:0373	OBO_REL:is_a	MI:0505	asserted	link	
MI:0373	OBO_REL:is_a	MI:0116	implied	link	
MI:0373	part_of	MI:0000	implied	link	
MI:0374	OBO_REL:is_a	MI:0373	asserted	link	
MI:0374	OBO_REL:is_a	MI:0857	asserted	link	
MI:0374	OBO_REL:is_a	MI:0505	implied	link	
MI:0374	part_of	MI:0000	implied	link	
MI:0374	OBO_REL:is_a	MI:0856	implied	link	
MI:0374	OBO_REL:is_a	MI:0116	implied	link	
MI:0375	OBO_REL:is_a	MI:0374	asserted	link	
MI:0375	OBO_REL:is_a	MI:0116	implied	link	
MI:0375	OBO_REL:is_a	MI:0856	implied	link	
MI:0375	part_of	MI:0000	implied	link	
MI:0375	OBO_REL:is_a	MI:0505	implied	link	
MI:0375	OBO_REL:is_a	MI:0373	implied	link	
MI:0375	OBO_REL:is_a	MI:0857	implied	link	
MI:0376	OBO_REL:is_a	MI:0374	asserted	link	
MI:0376	OBO_REL:is_a	MI:0373	implied	link	
MI:0376	OBO_REL:is_a	MI:0857	implied	link	
MI:0376	part_of	MI:0000	implied	link	
MI:0376	OBO_REL:is_a	MI:0116	implied	link	
MI:0376	OBO_REL:is_a	MI:0505	implied	link	
MI:0376	OBO_REL:is_a	MI:0856	implied	link	
MI:0377	OBO_REL:is_a	MI:0857	asserted	link	
MI:0377	OBO_REL:is_a	MI:0373	asserted	link	
MI:0377	OBO_REL:is_a	MI:0856	implied	link	
MI:0377	OBO_REL:is_a	MI:0116	implied	link	
MI:0377	OBO_REL:is_a	MI:0505	implied	link	
MI:0377	part_of	MI:0000	implied	link	
MI:0378	OBO_REL:is_a	MI:0253	asserted	link	
MI:0378	OBO_REL:is_a	MI:0116	implied	link	
MI:0378	part_of	MI:0000	implied	link	
MI:0378	OBO_REL:is_a	MI:0505	implied	link	
MI:0379	OBO_REL:is_a	MI:0378	asserted	link	
MI:0379	part_of	MI:0000	implied	link	
MI:0379	OBO_REL:is_a	MI:0253	implied	link	
MI:0379	OBO_REL:is_a	MI:0116	implied	link	
MI:0379	OBO_REL:is_a	MI:0505	implied	link	
MI:0380	OBO_REL:is_a	MI:0378	asserted	link	
MI:0380	OBO_REL:is_a	MI:0253	implied	link	
MI:0380	OBO_REL:is_a	MI:0505	implied	link	
MI:0380	part_of	MI:0000	implied	link	
MI:0380	OBO_REL:is_a	MI:0116	implied	link	
MI:0381	OBO_REL:is_a	MI:0378	asserted	link	
MI:0381	part_of	MI:0000	implied	link	
MI:0381	OBO_REL:is_a	MI:0116	implied	link	
MI:0381	OBO_REL:is_a	MI:0505	implied	link	
MI:0381	OBO_REL:is_a	MI:0253	implied	link	
MI:0382	OBO_REL:is_a	MI:0118	asserted	link	
MI:0382	part_of	MI:0000	implied	link	
MI:0382	OBO_REL:is_a	MI:0116	implied	link	
MI:0382	OBO_REL:is_a	MI:0252	implied	link	
MI:0383	OBO_REL:is_a	MI:0313	asserted	link	
MI:0383	part_of	MI:0000	implied	link	
MI:0384	OBO_REL:is_a	MI:0373	asserted	link	
MI:0384	OBO_REL:is_a	MI:0857	asserted	link	
MI:0384	OBO_REL:is_a	MI:0116	implied	link	
MI:0384	OBO_REL:is_a	MI:0505	implied	link	
MI:0384	OBO_REL:is_a	MI:0856	implied	link	
MI:0384	part_of	MI:0000	implied	link	
MI:0385	OBO_REL:is_a	MI:0384	asserted	link	
MI:0385	part_of	MI:0000	implied	link	
MI:0385	OBO_REL:is_a	MI:0505	implied	link	
MI:0385	OBO_REL:is_a	MI:0856	implied	link	
MI:0385	OBO_REL:is_a	MI:0373	implied	link	
MI:0385	OBO_REL:is_a	MI:0116	implied	link	
MI:0385	OBO_REL:is_a	MI:0857	implied	link	
MI:0386	OBO_REL:is_a	MI:0384	asserted	link	
MI:0386	OBO_REL:is_a	MI:0373	implied	link	
MI:0386	OBO_REL:is_a	MI:0116	implied	link	
MI:0386	OBO_REL:is_a	MI:0857	implied	link	
MI:0386	OBO_REL:is_a	MI:0505	implied	link	
MI:0386	part_of	MI:0000	implied	link	
MI:0386	OBO_REL:is_a	MI:0856	implied	link	
MI:0387	OBO_REL:is_a	MI:0384	asserted	link	
MI:0387	OBO_REL:is_a	MI:0116	implied	link	
MI:0387	OBO_REL:is_a	MI:0373	implied	link	
MI:0387	part_of	MI:0000	implied	link	
MI:0387	OBO_REL:is_a	MI:0856	implied	link	
MI:0387	OBO_REL:is_a	MI:0857	implied	link	
MI:0387	OBO_REL:is_a	MI:0505	implied	link	
MI:0388	OBO_REL:is_a	MI:0384	asserted	link	
MI:0388	OBO_REL:is_a	MI:0116	implied	link	
MI:0388	OBO_REL:is_a	MI:0373	implied	link	
MI:0388	OBO_REL:is_a	MI:0505	implied	link	
MI:0388	OBO_REL:is_a	MI:0857	implied	link	
MI:0388	part_of	MI:0000	implied	link	
MI:0388	OBO_REL:is_a	MI:0856	implied	link	
MI:0389	OBO_REL:is_a	MI:0384	asserted	link	
MI:0389	part_of	MI:0000	implied	link	
MI:0389	OBO_REL:is_a	MI:0116	implied	link	
MI:0389	OBO_REL:is_a	MI:0856	implied	link	
MI:0389	OBO_REL:is_a	MI:0505	implied	link	
MI:0389	OBO_REL:is_a	MI:0373	implied	link	
MI:0389	OBO_REL:is_a	MI:0857	implied	link	
MI:0390	OBO_REL:is_a	MI:0384	asserted	link	
MI:0390	OBO_REL:is_a	MI:0505	implied	link	
MI:0390	part_of	MI:0000	implied	link	
MI:0390	OBO_REL:is_a	MI:0857	implied	link	
MI:0390	OBO_REL:is_a	MI:0856	implied	link	
MI:0390	OBO_REL:is_a	MI:0116	implied	link	
MI:0390	OBO_REL:is_a	MI:0373	implied	link	
MI:0391	OBO_REL:is_a	MI:0384	asserted	link	
MI:0391	OBO_REL:is_a	MI:0373	implied	link	
MI:0391	OBO_REL:is_a	MI:0856	implied	link	
MI:0391	OBO_REL:is_a	MI:0857	implied	link	
MI:0391	OBO_REL:is_a	MI:0505	implied	link	
MI:0391	part_of	MI:0000	implied	link	
MI:0391	OBO_REL:is_a	MI:0116	implied	link	
MI:0396	OBO_REL:is_a	MI:0661	asserted	link	
MI:0396	part_of	MI:0000	implied	link	
MI:0396	OBO_REL:is_a	MI:0002	implied	link	
MI:0397	OBO_REL:is_a	MI:0018	asserted	link	
MI:0397	OBO_REL:is_a	MI:0001	implied	link	
MI:0397	OBO_REL:is_a	MI:0090	implied	link	
MI:0397	OBO_REL:is_a	MI:0232	implied	link	
MI:0397	part_of	MI:0000	implied	link	
MI:0397	OBO_REL:is_a	MI:0045	implied	link	
MI:0398	OBO_REL:is_a	MI:0018	asserted	link	
MI:0398	OBO_REL:is_a	MI:0090	implied	link	
MI:0398	OBO_REL:is_a	MI:0045	implied	link	
MI:0398	OBO_REL:is_a	MI:0001	implied	link	
MI:0398	part_of	MI:0000	implied	link	
MI:0398	OBO_REL:is_a	MI:0232	implied	link	
MI:0399	OBO_REL:is_a	MI:0398	asserted	link	
MI:0399	OBO_REL:is_a	MI:0001	implied	link	
MI:0399	OBO_REL:is_a	MI:0232	implied	link	
MI:0399	part_of	MI:0000	implied	link	
MI:0399	OBO_REL:is_a	MI:0090	implied	link	
MI:0399	OBO_REL:is_a	MI:0018	implied	link	
MI:0399	OBO_REL:is_a	MI:0045	implied	link	
